Actual_PM25,Predicted_PM25
0.02699999999999969,20.479912
26.999999999999996,28.417215
0.028000000000000247,15.856507
30.0,23.630342
0.025999999999999135,14.879476
26.0,28.53938
25.0,13.304158
0.02699999999999969,-0.32392693
0.025000000000001132,12.78717
18.0,25.41571
18.0,11.238225
0.025999999999999135,1.5591767
11.999999999999998,8.36023
0.029999999999998805,3.8297455
9.999999999999998,6.497068
0.03099999999999936,2.7339535
0.02699999999999969,5.4332843
6.000000000000001,7.6778564
0.025000000000001132,4.911358
7.000000000000001,5.735202
0.025999999999999135,3.9928079
14.000000000000002,5.754134
0.024000000000000576,5.2006607
18.999999999999996,10.6677
0.029999999999998805,7.5580444
13.000000000000002,16.118935
6.000000000000001,7.807714
0.03599999999999959,5.176408
0.03400000000000103,5.2189455
3.0000000000000004,6.49319
4.0,4.5122266
0.03400000000000103,2.465397
3.0000000000000004,3.6436024
1.9999999999999987,2.7019935
3.0000000000000004,3.0791423
4.0,2.2349255
1.9999999999999987,2.5878544
0.02699999999999969,2.791234
0.024000000000000576,3.1200352
1.9999999999999987,3.053109
11.000000000000004,2.4554002
0.017999999999999794,0.8509649
14.000000000000002,5.148709
0.014000000000000123,1.8014941
9.999999999999998,7.031718
0.01900000000000035,2.7833211
0.016999999999999238,5.323211
6.000000000000001,7.0055704
0.9999999999999993,4.2565675
0.020000000000000906,4.3819413
-1.9999999999999987,3.8399436
0.02099999999999891,4.732496
-1.9999999999999987,3.1865516
0.0,2.7446148
0.01900000000000035,2.2942884
0.0,1.4694865
0.01900000000000035,1.9401586
0.01500000000000068,1.5026419
0.016000000000001235,1.6896336
1.9999999999999987,1.0096624
0.020000000000000906,1.2536948
0.02300000000000002,1.041026
0.025999999999999135,1.3383853
0.03099999999999936,0.97145253
0.03300000000000047,1.4077258
0.03499999999999903,1.2656655
0.037000000000000144,1.8753531
0.037000000000000144,1.8714926
0.037000000000000144,2.2910285
0.03499999999999903,2.1242301
0.03400000000000103,2.2087536
0.03199999999999992,1.8072602
0.028000000000000247,1.774664
6.000000000000001,1.3207939
0.025000000000001132,1.6603633
4.999999999999999,2.644026
6.000000000000001,2.093574
9.999999999999998,1.0768629
9.0,2.4724967
0.020000000000000906,2.5690181
4.999999999999999,6.2622128
0.02099999999999891,3.8488998
0.017999999999999794,4.1500936
3.0000000000000004,4.9460077
0.017999999999999794,3.522484
1.9999999999999987,3.7442393
0.9999999999999993,3.0289001
0.021999999999999464,2.7174544
0.9999999999999993,2.8835537
0.01900000000000035,2.3154716
0.017999999999999794,2.4503593
0.9999999999999993,2.0575492
4.999999999999999,1.8726497
0.02099999999999891,0.50759935
0.029000000000000803,2.162454
6.000000000000001,2.4460876
0.03099999999999936,2.1067922
6.000000000000001,3.0393026
14.000000000000002,2.45537
0.03999999999999926,0.6012844
0.0380000000000007,6.609514
8.0,10.184247
3.0000000000000004,5.2570705
0.044999999999999485,4.1812897
0.0380000000000007,3.9917235
1.9999999999999987,4.4253974
0.9999999999999993,3.3089929
0.03499999999999903,2.4279354
3.0000000000000004,2.7409532
0.03499999999999903,1.4338127
3.0000000000000004,2.55026
0.03499999999999903,1.52456
1.9999999999999987,2.4347708
0.03400000000000103,1.6090956
0.03400000000000103,2.0854309
1.9999999999999987,1.8505507
0.03199999999999992,1.7676547
7.000000000000001,1.7633458
7.000000000000001,2.447641
0.03199999999999992,1.0033891
0.03099999999999936,4.255035
7.000000000000001,5.5989337
0.03199999999999992,3.6765056
6.000000000000001,4.9899178
7.000000000000001,3.522994
0.03199999999999992,0.9990009
0.029000000000000803,3.6889436
13.000000000000002,5.3927546
0.029999999999998805,5.099674
8.0,8.661425
0.025999999999999135,4.92762
0.0380000000000007,6.7712975
0.037000000000000144,4.0901
0.03300000000000047,2.926614
0.03599999999999959,2.487378
0.043000000000000926,1.7785397
0.05200000000000082,2.2096694
0.052999999999998826,1.8280157
0.04600000000000004,2.142861
0.039000000000001256,1.5970151
0.039000000000001256,1.7714905
3.0000000000000004,1.1135648
6.000000000000001,1.475816
0.0380000000000007,0.16824508
6.000000000000001,2.7653484
0.0380000000000007,1.2172643
4.999999999999999,3.0959058
0.0380000000000007,1.5938524
0.0380000000000007,3.1309834
0.037000000000000144,3.8378186
0.03499999999999903,3.2352984
0.03300000000000047,2.8538158
0.028000000000000247,2.6908329
0.028000000000000247,2.4248865
9.999999999999998,2.465878
0.024000000000000576,1.4147942
9.999999999999998,4.3078613
0.01900000000000035,1.977387
0.020000000000000906,4.5830245
7.000000000000001,4.83555
4.999999999999999,2.7171214
0.021999999999999464,1.4490669
